cost,LogRooms,LogIncome,LogPeople,elheat,onlysecondary,waterheat,cookel,poolfilt,airrev,aircond,microwave,dish,dryer
263.0,1.9459101490553132,9.041921720351219,1.0986122886681096,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
185.0,1.3862943611198906,9.878169744551839,0.6931471805599453,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
282.0,1.791759469228055,9.041921720351219,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
433.0,1.9459101490553132,8.268731832117737,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
620.0,2.0794415416798357,11.002099841204238,1.3862943611198906,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
183.0,1.791759469228055,10.003332887505843,0.6931471805599453,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
197.0,1.9459101490553132,8.268731832117737,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
220.0,1.9459101490553132,8.268731832117737,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
271.0,1.3862943611198906,8.779557455883728,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597.0,2.1972245773362196,11.002099841204238,1.3862943611198906,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
96.0,1.6094379124341003,9.041921720351219,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
439.0,1.9459101490553132,9.041921720351219,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
360.0,1.791759469228055,9.878169744551839,1.6094379124341003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288.0,1.9459101490553132,10.21464198117305,1.0986122886681096,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
415.0,1.791759469228055,9.878169744551839,1.0986122886681096,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
315.0,1.791759469228055,11.002099841204238,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
329.0,1.6094379124341003,9.367344120785848,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
373.0,1.9459101490553132,9.367344120785848,0.6931471805599453,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
322.0,1.9459101490553132,9.735068900911164,1.0986122886681096,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
353.0,1.9459101490553132,10.114558522616068,1.0986122886681096,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
629.0,1.791759469228055,10.003332887505843,1.0986122886681096,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
585.0,1.791759469228055,9.041921720351219,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
344.0,2.0794415416798357,10.003332887505843,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
548.0,2.0794415416798357,10.571316925111784,0.6931471805599453,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
638.0,2.302585092994046,9.878169744551839,1.3862943611198906,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
420.0,1.9459101490553132,10.114558522616068,1.3862943611198906,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
122.0,1.9459101490553132,9.185022563991893,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
470.0,2.1972245773362196,10.003332887505843,1.3862943611198906,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
329.0,2.1972245773362196,10.42821608147111,1.3862943611198906,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
68.0,1.9459101490553132,8.779557455883728,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
807.0,2.1972245773362196,9.878169744551839,1.0986122886681096,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
361.0,2.302585092994046,10.42821608147111,1.6094379124341003,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
205.0,1.9459101490553132,9.367344120785848,1.3862943611198906,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
375.0,1.9459101490553132,9.735068900911164,1.0986122886681096,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
227.0,1.791759469228055,9.367344120785848,0.6931471805599453,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
439.0,1.9459101490553132,10.42821608147111,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
222.0,1.791759469228055,9.367344120785848,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
483.0,1.791759469228055,9.041921720351219,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
175.0,1.6094379124341003,8.779557455883728,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
391.0,1.6094379124341003,9.367344120785848,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
354.0,2.0794415416798357,10.21464198117305,1.0986122886681096,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
440.0,2.0794415416798357,9.367344120785848,1.0986122886681096,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
458.0,1.9459101490553132,9.878169744551839,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
352.0,1.791759469228055,9.735068900911164,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
231.0,1.6094379124341003,11.002099841204238,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
91.0,1.6094379124341003,9.041921720351219,0.6931471805599453,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97.0,1.6094379124341003,10.305613759378778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
415.0,1.9459101490553132,10.21464198117305,1.0986122886681096,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
612.0,2.302585092994046,9.878169744551839,1.6094379124341003,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
359.0,2.0794415416798357,10.42821608147111,1.3862943611198906,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
320.0,1.9459101490553132,9.878169744551839,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
170.0,1.791759469228055,8.268731832117737,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
510.0,2.302585092994046,10.571316925111784,1.3862943611198906,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
292.0,2.1972245773362196,10.807705703176014,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
460.0,1.9459101490553132,10.114558522616068,1.0986122886681096,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
279.0,1.6094379124341003,9.367344120785848,0.6931471805599453,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
144.0,1.791759469228055,8.779557455883728,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486.0,1.6094379124341003,9.185022563991893,0.6931471805599453,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
343.0,1.791759469228055,10.42821608147111,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1346.0,2.1972245773362196,10.807705703176014,0.6931471805599453,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
456.0,2.302585092994046,9.878169744551839,1.6094379124341003,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
125.0,1.6094379124341003,8.779557455883728,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
408.0,2.1972245773362196,10.42821608147111,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
342.0,1.9459101490553132,10.696480068065789,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
303.0,1.791759469228055,9.041921720351219,1.0986122886681096,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
345.0,1.9459101490553132,8.779557455883728,1.0986122886681096,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
331.0,1.791759469228055,9.878169744551839,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
289.0,1.6094379124341003,9.735068900911164,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
209.0,1.6094379124341003,10.114558522616068,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
246.0,1.9459101490553132,9.735068900911164,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
546.0,1.791759469228055,10.114558522616068,1.6094379124341003,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
401.0,1.791759469228055,10.305613759378778,1.3862943611198906,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
625.0,2.0794415416798357,9.367344120785848,1.0986122886681096,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
224.0,2.0794415416798357,10.003332887505843,1.0986122886681096,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
264.0,1.791759469228055,9.878169744551839,1.0986122886681096,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
553.0,1.791759469228055,11.002099841204238,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
160.0,1.791759469228055,8.779557455883728,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
399.0,1.9459101490553132,10.114558522616068,1.0986122886681096,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.0,1.6094379124341003,8.779557455883728,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
347.0,2.0794415416798357,10.114558522616068,1.0986122886681096,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
376.0,1.6094379124341003,9.041921720351219,0.6931471805599453,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
81.0,1.6094379124341003,8.268731832117737,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241.0,1.9459101490553132,10.114558522616068,1.0986122886681096,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
297.0,1.9459101490553132,10.571316925111784,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
541.0,2.0794415416798357,10.305613759378778,1.6094379124341003,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
355.0,1.9459101490553132,10.003332887505843,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
185.0,1.6094379124341003,9.568014816247999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346.0,2.1972245773362196,10.305613759378778,1.0986122886681096,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
474.0,2.0794415416798357,10.807705703176014,1.0986122886681096,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
364.0,1.9459101490553132,9.735068900911164,1.0986122886681096,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
451.0,1.9459101490553132,11.002099841204238,1.0986122886681096,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
249.0,1.6094379124341003,10.305613759378778,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
224.0,1.9459101490553132,10.42821608147111,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
608.0,1.9459101490553132,9.041921720351219,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
598.0,2.0794415416798357,9.878169744551839,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
464.0,1.9459101490553132,8.779557455883728,0.6931471805599453,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
222.0,1.791759469228055,9.878169744551839,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258.0,1.9459101490553132,9.568014816247999,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
318.0,1.9459101490553132,9.878169744551839,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
370.0,1.9459101490553132,9.568014816247999,1.0986122886681096,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
406.0,1.791759469228055,9.185022563991893,1.0986122886681096,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
199.0,2.302585092994046,9.735068900911164,1.6094379124341003,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
306.0,2.0794415416798357,9.735068900911164,1.6094379124341003,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
416.0,1.791759469228055,8.779557455883728,1.3862943611198906,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
394.0,2.0794415416798357,10.114558522616068,1.3862943611198906,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
460.0,2.1972245773362196,10.571316925111784,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
787.0,2.0794415416798357,10.42821608147111,1.3862943611198906,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
447.0,1.791759469228055,10.003332887505843,1.0986122886681096,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
125.0,1.791759469228055,9.041921720351219,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
406.0,2.0794415416798357,10.571316925111784,1.0986122886681096,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
532.0,1.6094379124341003,9.041921720351219,0.6931471805599453,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
202.0,1.791759469228055,8.779557455883728,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582.0,2.1972245773362196,10.571316925111784,1.0986122886681096,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
216.0,2.0794415416798357,8.779557455883728,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
153.0,1.791759469228055,9.878169744551839,1.0986122886681096,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
640.0,2.302585092994046,9.568014816247999,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
357.0,1.791759469228055,9.041921720351219,0.6931471805599453,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
334.0,2.1972245773362196,10.42821608147111,0.6931471805599453,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
358.0,1.791759469228055,10.42821608147111,0.6931471805599453,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
686.0,1.6094379124341003,9.735068900911164,0.6931471805599453,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
498.0,1.9459101490553132,9.185022563991893,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
375.0,1.6094379124341003,9.735068900911164,1.0986122886681096,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
203.0,1.791759469228055,8.779557455883728,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630.0,1.791759469228055,9.568014816247999,1.0986122886681096,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
174.0,1.9459101490553132,9.041921720351219,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
172.0,1.6094379124341003,8.779557455883728,1.0986122886681096,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
237.0,1.6094379124341003,9.568014816247999,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
298.0,1.791759469228055,10.571316925111784,0.6931471805599453,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
217.0,1.791759469228055,10.571316925111784,0.6931471805599453,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
240.0,1.9459101490553132,9.735068900911164,1.3862943611198906,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
453.0,2.0794415416798357,10.571316925111784,0.6931471805599453,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
218.0,1.791759469228055,9.878169744551839,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
164.0,1.791759469228055,9.041921720351219,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
411.0,1.791759469228055,9.367344120785848,1.6094379124341003,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
437.0,1.791759469228055,9.041921720351219,0.6931471805599453,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
131.0,1.9459101490553132,9.367344120785848,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
240.0,1.9459101490553132,9.041921720351219,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223.0,1.6094379124341003,9.041921720351219,0.6931471805599453,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
571.0,2.0794415416798357,10.305613759378778,1.0986122886681096,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
441.0,1.791759469228055,10.42821608147111,1.0986122886681096,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
273.0,2.1972245773362196,9.878169744551839,0.6931471805599453,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475.0,1.791759469228055,9.041921720351219,0.6931471805599453,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204.0,1.9459101490553132,9.367344120785848,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
251.0,1.9459101490553132,10.305613759378778,1.0986122886681096,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
675.0,1.9459101490553132,9.185022563991893,1.6094379124341003,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
405.0,2.0794415416798357,10.114558522616068,1.791759469228055,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
149.0,1.9459101490553132,10.42821608147111,1.0986122886681096,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
475.0,2.0794415416798357,9.735068900911164,1.0986122886681096,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
230.0,1.791759469228055,8.268731832117737,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
186.0,1.791759469228055,9.185022563991893,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629.0,1.9459101490553132,10.696480068065789,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
226.0,1.791759469228055,9.041921720351219,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
129.0,1.791759469228055,8.779557455883728,1.3862943611198906,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
203.0,1.3862943611198906,9.568014816247999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
185.0,1.9459101490553132,8.779557455883728,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
182.0,1.9459101490553132,9.735068900911164,1.3862943611198906,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
357.0,1.9459101490553132,9.878169744551839,1.3862943611198906,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
560.0,2.302585092994046,8.268731832117737,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
303.0,1.791759469228055,9.185022563991893,0.6931471805599453,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
97.0,1.791759469228055,9.185022563991893,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
259.0,2.1972245773362196,10.571316925111784,1.3862943611198906,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
369.0,1.791759469228055,10.42821608147111,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
299.0,1.9459101490553132,8.779557455883728,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
564.0,1.9459101490553132,9.041921720351219,1.0986122886681096,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
284.0,1.6094379124341003,9.568014816247999,1.6094379124341003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
296.0,1.791759469228055,8.268731832117737,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
353.0,1.791759469228055,10.21464198117305,0.6931471805599453,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
96.0,1.791759469228055,8.268731832117737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332.0,1.9459101490553132,10.114558522616068,1.0986122886681096,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
356.0,1.9459101490553132,9.185022563991893,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
738.0,1.791759469228055,9.878169744551839,1.3862943611198906,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
234.0,1.791759469228055,10.807705703176014,0.6931471805599453,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
304.0,1.9459101490553132,9.735068900911164,1.0986122886681096,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
339.0,1.791759469228055,9.735068900911164,1.3862943611198906,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
365.0,1.6094379124341003,9.735068900911164,0.6931471805599453,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
310.0,1.791759469228055,9.367344120785848,0.6931471805599453,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
253.0,2.1972245773362196,9.185022563991893,1.0986122886681096,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
290.0,1.9459101490553132,9.568014816247999,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
474.0,1.9459101490553132,8.779557455883728,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
151.0,1.9459101490553132,8.268731832117737,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
333.0,1.9459101490553132,10.42821608147111,1.6094379124341003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
149.0,1.9459101490553132,8.779557455883728,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513.0,2.1972245773362196,10.807705703176014,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
353.0,2.0794415416798357,10.114558522616068,1.3862943611198906,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
373.0,1.9459101490553132,8.268731832117737,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
450.0,1.791759469228055,10.305613759378778,1.6094379124341003,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
89.0,1.791759469228055,9.735068900911164,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379.0,1.9459101490553132,9.041921720351219,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
320.0,1.791759469228055,9.041921720351219,0.6931471805599453,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
497.0,1.9459101490553132,9.735068900911164,1.3862943611198906,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
215.0,1.6094379124341003,9.041921720351219,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
441.0,1.9459101490553132,10.21464198117305,1.0986122886681096,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
390.0,1.9459101490553132,11.002099841204238,0.6931471805599453,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
474.0,2.302585092994046,10.114558522616068,1.6094379124341003,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
317.0,1.791759469228055,10.114558522616068,1.6094379124341003,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
151.0,1.6094379124341003,9.041921720351219,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
492.0,1.791759469228055,9.568014816247999,0.6931471805599453,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
305.0,1.791759469228055,9.041921720351219,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
131.0,1.791759469228055,8.779557455883728,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
130.0,1.9459101490553132,8.268731832117737,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
337.0,2.0794415416798357,10.305613759378778,1.3862943611198906,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427.0,1.791759469228055,9.041921720351219,0.6931471805599453,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
328.0,1.9459101490553132,10.114558522616068,1.0986122886681096,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
